X1,X2
0.6002450739494449,0.19715957375718066
0.3149610560233712,0.7185030511144483
0.7122418412781056,0.1654690925036227
0.5621344189219736,0.4450920532497308
0.5815380102819274,0.19870788398898792
0.7378505381224842,0.07834774928839822
0.6838421722403487,0.41770940442179716
0.6058269205658705,0.43711825493975537
0.3415100622210695,0.0069860479159550015
0.6866841947824144,0.44352270986510645
0.3230039443154883,0.19046035684233237
0.4029225656040747,0.7080730805186654
0.6048040051421528,0.008234362370194648
0.6701648335147142,0.47365206341155264
0.3717370160584299,0.14487007759081177
0.3617253969087338,0.1386084383264839
0.7233790114507894,0.4007365798341285
0.3481476010404897,0.24691352428730876
0.6665327001559771,0.17720916739829864
0.7095643430406934,0.014192470010266245
0.5433980548477344,0.4175283879055473
0.5053120775476392,0.2439354045870375
0.7165430420809579,0.10372490448789798
0.38771076438859753,0.7474318118244168
0.27702352862314406,0.6905794537082439
0.35073834653264085,0.6166820852963241
0.28491370621944506,0.7472470374219639
0.3972361967729052,0.0810646627039871
0.5949812046640024,0.18791371580743055
0.6644262440897887,0.47297543951035315
0.7315764908246231,0.4648788189309429
0.2748216554511909,0.7034825332749357
0.7438572186924445,0.42455500493288245
0.4432625259733681,0.6590145392096286
0.7199484557606725,0.07799483113112693
0.3972344315500103,0.007909680204617353
0.6556603787637872,0.45254226443335416
0.7203238874239022,0.4173925624291419
0.6591505262060601,0.16725638402714194
0.6620171079338558,0.21658785269274425
0.32168326371379075,0.245119819216491
0.3585852365171955,0.6342373196588997
0.7406857175691548,0.08195160034054177
0.3758345339466561,0.19121793726877484
0.2632258171332441,0.613954103614361
0.33129483956451783,0.155334408582946
0.627828941514234,0.40731769691991127
0.6497161756008142,0.0822301596571626
0.34229978051745547,0.6999501828262735
0.522263298250266,0.4801947544704542
0.34687038302504414,0.666069161485762
0.349853385532776,0.1989635499323207
0.3315441675674787,0.18930799296477702
0.6221038956056166,0.40113465246413327
0.32585337122987057,0.17264558584342832
0.2673968183146218,0.7425431895353302
0.33457450531032745,0.7199444537933527
